County,Precinct,First Expression,Final Expression,SDE
,Cedar Rapids 16,244,233,2.6373
,Cedar Rapids 17,212,196,2.6372
,Cedar Rapids 33,147,137,2.6372
,Cedar Rapids 19,234,229,3.0768
,Cedar Rapids 26,511,511,3.9559
,Mount Vernon South,446,446,3.0768
,Cedar Rapids 36,306,289,3.5164
,Cedar Rapids 27,162,142,2.1977
,Cedar Rapids 03,207,206,2.1976
,Cedar Rapids 05,235,226,2.6372
,Cedar Rapids 37,186,180,3.0768
,Cedar Rapids 39,191,191,3.5164
,Cedar Rapids 13,238,238,2.6372
,Cedar Rapids 22,207,206,1.7582
,Cedar Rapids 14,212,207,2.6372
,Robins,224,220,2.6372
,Marion 01,160,160,2.1977
,Marion 06,215,211,3.0768
,Marion 11,207,204,2.6371
,Cedar Rapids 02,162,162,2.1976
,Cedar Rapids 41,202,201,3.0768
,Cedar Rapids 18,132,109,1.758
,Cedar Rapids 43,125,124,1.758
,Cedar Rapids 04,218,218,2.1975
,Marion 10,135,135,2.1976
,Mount Vernon north,237,211,1.758
,Cedar Rapids 11,295,287,2.6372
,Cedar Rapids 20,220,218,3.0768
,Cedar Rapids 44,61,50,1.3185
,Fairfax City,125,125,2.1976
,Cedar Rapids 29,165,161,2.6372
,Linn,41,34,0.4395
,Cedar Rapids 08,128,128,2.1976
,Marion 14,204,204,1.758
,Cedar Rapids 42,175,167,2.1977
,Cedar Rapids 40,108,104,2.1976
,Cedar Rapids 15,241,240,2.1975
,Cedar Rapids 06,229,227,2.6372
,Cedar Rapids 01,202,202,2.1976
,Marion 03,131,131,2.1976
,Cedar Rapids 09,154,154,2.1977
,Fayette,54,43,0.879
,Cedar Rapids 35,185,183,2.6372
,Marion 09,137,137,2.1976
,Cedar Rapids 32,123,123,2.6372
,Marion 13,233,227,2.6372
,Cedar Rapids 34,229,229,2.6371
,Cedar Rapids 38,137,137,2.1976
,Marion 02,116,116,1.3185
,Marion 04,91,81,1.758
,Cedar Rapids 10,281,281,3.0767
,Putnam,152,152,2.1976
,Total,11839,11512,150.3184
Louisa,Southeast Louisa,90,90,1.5
,Columbus Junction,60,60,0.9
,Grandview-Port Louisa,48,48,0.9
,West Louisa,69,69,1.1
,Morning Sun - Marshall,39,39,0.6
,Total,306,306,5.0
Lucas,Lucas,40,38,0.4364
,City of Russell- Cedar and Washington Townships,22,22,0.4363
,Williamson,11,11,0.5091
,Chariton Precinct 1,59,59,1.0182
,Pine Oak Marsh,15,15,0.3636
,Total,147,145,2.7636
Lyon,PCT 2 DOON,11,11,0.2
,PCT 6 LITTLE ROCK,4,4,0.1
,PCT 5 LESTER,23,23,0.2
,PCT 1 GEORGE,24,24,0.5
,PCT 4 LARCHWOOD,45,45,0.7
,PCT 3 INWOOD,17,17,0.3
,Total,124,124,2.0
Madison,Jackson-Douglas-Lincoln,71,71,0.72
,South,76,76,0.84
,Jefferson-Lee,91,91,0.84
,Walnut-Ohio,34,34,0.6
,Penn-Madison,78,78,1.2
,Winterset 2,132,132,1.56
,Union-Crawford-Scott,110,110,1.32
,Winterset 1,136,136,1.56
,Total,728,728,8.64
Mahaska,GARFIELD-LINCOLN-MADISON,32,32,0.48
,PRAIRIE - RICHLAND,39,39,0.64
,SPRING CREEK,47,36,0.48
,E&W DES MOINES - JEFFERSON,11,11,0.32
,OSKALOOSA WARD 3 - UNIVERSITY PARK,91,91,1.44
,OSKALOOSA WARD 1,72,71,0.96
,ADAMS - MONROE - PLEASANT GROVE - UNION,11,8,0.32
,BLACK OAK SCOTT,19,19,0.32
,OSKALOOSA WARD 2,101,101,1.12
,OSKALOOSA WARD 4,154,154,1.28
,Total,577,562,7.36
Marion,Indiana Township,22,22,0.36
,Liberty,16,15,0.36
,Dallas,36,35,1.08
,Knoxville Township,111,111,1.62
,Knoxville 3,75,75,1.62
,Clay,20,17,0.36
,Pella 2,118,111,1.26
,Knoxville 2,71,71,1.08
,Pella 3,136,136,1.44
,Knoxville 4,60,59,0.9
,Pella 1,120,119,1.26
,Total,785,771,11.34
Marshall,EDEN / LOGAN,59,59,1.12
,STATE CENTER,76,76,1.12
,TIMBER CREEK,36,29,0.64
,GREEN CASTLE,27,27,0.48
,MARSHALLTOWN 1-1,75,75,1.44
,MARSHALLTOWN 1-2,84,84,1.44
,MARSHALLTOWN 3-2,174,174,2.88
,TAYLOR,35,35,0.8
,BANGOR/LISCOMB,28,28,0.48
,MARSHALLTOWN 4-1,121,117,2.08
,JEFFERSON,30,30,0.48
,MARIETTA / WASHINGTON,20,20,0.32
,MARSHALLTOWN 2-1,135,129,1.92
,MARSHALLTOWN 2-2,160,160,2.4
,MARSHALLTOWN 4-2,150,150,2.24
,MARION / VIENNA,47,47,0.64
,LIBERTY / MINERVA,22,22,0.32
,LEGRAND,28,28,0.96
,MARSHALLTOWN 3-1,139,139,2.24
,Total,1446,1429,24.0
Mills,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,84,84,1.2446
,Glenwood Ward 2,44,44,0.7779
,Emerson/Hastings/Indian Creek,15,12,0.3112
,Glenwood Ward 3,69,69,1.089
,Henderson/Anderson,14,14,0.1556
,Pacific Junction/Lyons/Platville,12,12,0.4668
,Oak/St. Mary,101,101,1.2444
,Deer Creek/White Cloud,8,8,0.1556
,Total,347,344,5.4451
Mitchell,Mitchell 8,41,41,0.525
,Mitchell 11,24,24,0.225
,Mitchell 5,18,18,0.3
,OSAGE 01 (Mitchell 5),32,32,0.6
,Mitchell 12,4,4,0.15
,Mitchell 10,21,21,0.375
,Mitchell 7,33,31,0.675
,Mitchell 6,28,28,0.6
,OSAGE 04 (Mitchell 8),32,32,0.675
,OSAGE 02 (Mitchell 6),37,37,0.45
,Total,270,268,4.575
Monona,ST CLAIR UTE,11,11,0.2
,CASTANA CENTER JORDAN,13,13,0.2
,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,19,19,0.4
,ONAWA Ward 4,10,10,0.25
,ONAWA Ward 1,9,9,0.3
,SHERMAN SE FRANKLIN BLENCOE SIOUX,19,19,0.3
,ONAWA Ward 3,14,14,0.35
,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,25,25,0.35
,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,31,31,0.55
,ONAWA Ward 2- NE Franklin,22,22,0.35
,Total,173,173,3.25
Monroe,LOVILIA - Monroe Precinct 6,30,30,0.4154
,CTHSE - Monroe Precinct 5,37,37,0.7846
,No. 4-Albia Fourth Ward,25,25,0.4154
,No. 1-Albia First Ward,28,24,0.4615
,No. 3-Albia Third Ward,10,10,0.3693
,Total,130,126,2.4462
Montgomery,7 SCOTT EAST TWP VILLISCA,33,33,0.56
,6 WEST GRANT SCOTT TWP COBURG STANTON,31,31,0.4
,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,23,23,0.24
,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,16,16,0.24
,WARD2 SHERMAN RO TWP,48,48,0.8
,WARD1 PILOT GROVE FRANKFORT RO TWP,46,46,0.8
,Total,197,197,3.04
Muscatine,Wilton City,100,99,1.6666
,Muscatine 01st,121,121,1.8332
,West Liberty 2,92,92,1.1667
,Pike-City,23,23,0.3334
,Muscatine 10th,93,93,1.5
,Fruitland One-City,45,37,0.6666
,Muscatine 06th,171,171,1.8333
,Fulton/Montpelier-City,49,46,0.8334
,Wilton/Moscow-Wilton,23,23,0.5001
,Muscatine 07th,61,60,1.1667
,Bloomington,132,130,1.5
,Seventy-Six/Cedar-Seventy,27,26,0.5001
,Muscatine 05th,74,69,1.0001
,Orono-City,14,10,0.1667
,Goshen-City,33,32,0.3334
,Total,1058,1032,15.0003
O'Brien,Waterman-Grant-Liberty,23,23,0.4364
,Sheldon 3rd Ward,27,27,0.3635
,Sheldon 2nd Ward,30,29,0.3636
,Union-Baker-Caledonia,34,34,0.5092
,Franklin,18,18,0.2908
,Hartley-Lincoln-Omega,39,39,0.8001
,Sheldon 1st Ward,24,24,0.5092
,Summit-Center-Dale-Highland,36,36,0.5819
,Total,231,230,3.8547
Osceola,Ashton Precinct 0100,8,8,0.3
,Harris Precinct 0200,5,5,0.1
,Melvin Precinct 0400,4,4,0.2
,Osceola 3 Precinct 0800,20,20,0.8
,May City Precint 0300,5,5,0.2
,Osceola 1 Precinct 0600,12,12,0.4
,Total,54,54,2.0
Page,Clarinda Ward 2,81,80,1.36
,Shenandoah 3,66,66,0.88
,"Pierce and Fremont Townships, Essex",27,27,0.4
,Shenandoah 1,43,43,0.48
,Clarinda Ward 1,47,47,0.72
,Shenandoah 2,50,50,0.8
,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,43,43,0.56
,Total,357,356,5.2
Palo Alto,Emmetsburg Ward 1,32,32,0.6667
,EM Ward 3/Ayrshire/pt. HL&WL&EM,59,58,1.0833
,City of WB/EL/RL/BO/GO/NV,25,25,0.6667
,GR/RV/LI/pt. HL&WL,44,44,0.9168
,Total,160,159,3.3335
Plymouth,Plymouth 13/Le Mars 3,68,68,0.9
,Plymouth 07/Mr,37,37,0.675
,Plymouth 08/Py,65,65,0.675
,Plymouth 10/Kl,28,28,0.675
,Plymouth 09/Ht,64,64,0.9
,Plymouth 12/Le Mars 2,92,92,1.35
,Plymouth 05/Rm,33,33,0.675
,Plymouth 03/Sb,13,12,0.225
,Plymouth 01/Ak,50,50,0.675
,Total,450,449,6.75
Pocahontas,Grant-S Marshall-S Sherman,10,10,0.12
,Pocahontas #1,45,45,0.84
,Pocahontas #2,12,12,0.3
,Cedar-Colfax-Dover,36,36,0.48
,Bellville-Lizard-S Lake-S Lincoln,15,15,0.18
,Swan Lake-N Marshall,33,33,0.54
,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,29,29,0.54
,Total,180,180,3.0
Polk,DES MOINES-56,636,600,3.6374
,DES MOINES-41,677,655,4.7566
,DES MOINES-58,396,396,3.0778
,ANKENY-01,459,450,5.3162
,DES MOINES-39,607,589,4.197
,ANKENY-12,519,505,4.7566
,DES MOINES-44,529,480,3.3576
,DES MOINES-34,45,45,0.8394
,DES MOINES-82,142,142,1.6788
,DELAWARE-01,61,61,1.399
,DES MOINES-32,112,111,1.9586
,DES MOINES-74,75,75,1.1192
,GRANGER-01,19,19,0.2798
,DES MOINES-33,86,84,1.6788
,MADISON-01,13,13,0.2798
,DES MOINES-51,105,101,1.399
,ALTOONA-05,255,255,3.0778
,CLAY-01,72,64,0.8394
,JOHNSTON-06,205,205,1.6788
,ALLEMAN-01,43,42,0.5596
,JEFFERSON-01,150,148,1.399
,WEBSTER-01,42,30,0.5596
,WDM-114,378,366,3.3576
,WDM-315,215,208,2.2384
,DES MOINES-72,15,15,0.2798
,DES MOINES-23,79,73,1.9586
,WDM-316,368,348,3.0778
,DES MOINES-16,519,501,4.197
,URBANDALE-09,312,312,3.0778
,DES MOINES-43,472,472,3.0778
,ANKENY-03,225,212,2.5182
,GRIMES-02,253,246,3.0778
,DES MOINES-45,240,239,1.6788
,DES MOINES-57,385,374,2.2384
,ANKENY-04,218,212,2.5182
,URBANDALE-01,237,229,2.5182
,ANKENY-07,193,193,2.2384
,URBANDALE-06,295,295,3.0778
,DES MOINES-29,157,153,1.9586
,JOHNSTON-03,250,248,2.2384
,URBANDALE-11,260,244,2.5182
,SAYLOR-01,140,139,2.2384
,CROCKER-01,176,175,1.6788
,JOHNSTON-02,357,339,3.3576
,DES MOINES-46,138,128,1.6788
,PLEASANT HILL-02,202,200,2.5182
,ANKENY-15,226,225,2.5182
,ALTOONA-03,187,186,3.3576
,WDM-314,144,144,1.6788
,DES MOINES-25,57,57,1.6788
,URBANDALE-05,275,275,2.798
,URBANDALE-10,301,299,2.798
,ANKENY-13,426,426,3.9172
,BONDURANT-02,164,164,1.9586
,ALTOONA-04,217,216,2.798
,WDM-311,328,315,2.798
,ANKENY-09,283,277,2.798
,GRIMES-03,159,159,1.9586
,URBANDALE-08,255,249,2.798
,DES MOINES-22,148,141,2.2384
,JOHNSTON-01,278,275,3.3576
,DES MOINES-10,309,307,2.798
,ANKENY-02,335,333,2.798
,ANKENY-06,238,238,2.798
,DES MOINES-21,182,178,2.5182
,ANKENY-11,195,195,2.5182
,DES MOINES-61,438,383,2.798
,URBANDALE-07,330,330,3.0778
,ANKENY-10,209,207,2.2384
,DES MOINES-38,403,401,1.6788
,URBANDALE-02,287,286,3.0778
,DES MOINES-26,135,135,2.2384
,DES MOINES-37,103,102,1.9586
,DES MOINES-64,304,298,2.2384
,WDM-117,261,256,2.5182
,URBANDALE-04,248,246,2.5182
,DES MOINES-09,231,225,2.5182
,DES MOINES-11,262,262,3.0778
,DES MOINES-03,152,152,2.5182
,CLIVE-02,255,255,2.5182
,CLIVE-03,353,350,3.0778
,DES MOINES-54,155,130,1.1192
,DES MOINES-18,95,94,1.399
,WDM-115,203,171,1.9586
,WDM-313,148,133,1.1192
,DES MOINES-01,65,65,1.1192
,FRANKLIN-01,104,101,1.1192
,CLIVE-01,137,137,1.6788
,SAYLOR-02,99,97,1.6788
,DES MOINES-77,110,109,1.6788
,CROCKER-02,132,111,1.1192
,DELAWARE-02,13,13,0.5596
,DES MOINES-04,51,47,1.6788
,DES MOINES-31,114,114,1.9586
,DES MOINES-50,139,139,2.2384
,DES MOINES-52,67,67,1.399
,DES MOINES-19,99,99,1.1192
,MITCHELLVILLE-01,127,118,1.6788
,DES MOINES-13,155,155,1.6788
,DES MOINES-48,38,30,0.5596
,DES MOINES-49,43,43,0.8394
,RUNNELLS-01,79,79,1.399
,ALTOONA-01,75,74,1.399
,WDM-112,129,125,1.399
,DES MOINES-35,86,84,1.1192
,DES MOINES-78,130,130,1.9586
,WDM-116,289,289,2.5182
,DES MOINES-53,60,60,1.1192
,WDM-211,219,211,1.9586
,DES MOINES-06,92,82,1.399
,DES MOINES-30,75,75,1.6788
,DES MOINES-75,120,120,1.9586
,Total,23458,22840,243.7058
Pottawattamie,Oakland,71,66,0.96
,Council Bluff 19,57,57,1.08
,Council Bluff 05,73,73,1.2
,McClelland,23,23,0.36
,Lewis 2,112,111,1.32
,Walnut,27,27,0.48
,Carson,16,16,0.36
,Avoca,43,43,0.96
,Carter Lake 1,50,50,0.84
,Council Bluff  20,82,69,1.08
,Council Bluff 09,112,112,1.56
,Treynor,36,36,0.72
,Minden,18,18,0.6
,Council Bluff  04,67,67,1.2
,Council Bluff 13,84,84,1.2
,Council Bluff 03,47,44,1.2
,Council Bluff 15,40,40,1.32
,Underwood,102,101,1.56
,Council Bluff 01,63,59,1.08
,Council Bluff 14,49,49,1.2
,Garner,118,114,1.68
,Council Bluff 17,87,87,1.8
,Council Bluff 06,150,150,1.8
,Council Bluff 02,62,62,1.44
,Council Bluff 07,167,167,1.8
,Council Bluff 18,80,80,1.44
,Council Bluff 12,119,119,1.68
,Council Bluff  11,186,181,2.04
,Neola,57,53,0.96
,Council Bluff 10A,153,153,2.4
,Total,2351,2311,37.32
Poweshiek,BMWJ,60,60,1.54
,4TH WARD - 09.09GR,236,231,2.24
,1ST WARD - 06.06GR,830,830,3.36
,3RD WARD - 08.08GR,132,127,1.68
,CGWS,73,73,0.84
,2ND WARD - 07.07GR,328,327,2.38
,JUPS,34,34,0.7
,MS,30,28,0.42
,DRL,8,8,0.28
,MONTEZUMA - 11.11MO,37,37,0.56
,Total,1768,1755,14.0
Ringgold,Tingley,7,7,0.1125
,Mount Ayr 1,30,30,0.825
,Union,18,18,0.3375
,Total,55,55,1.275
Sac,Lake View,48,48,0.7333
,Schaller,28,27,0.4667
,Lytton,11,11,0.2001
,Odebolt,14,14,0.4
,Auburn,16,16,0.2001
,Nemaha,5,5,0.1334
,Sac City,63,63,1.2
,Total,185,184,3.3336
Scott,(D21) City of Davenport,108,108,2.48
,(D42) City of Davenport,112,105,2.0667
,(D51) City of Davenport,287,286,2.8934
,(D72) City of Davenport,157,157,2.8934
,(D83) City of Davenport,151,151,2.8934
,(D32) City of Davenport,83,74,1.6533
,(D84) City of Davenport,176,173,2.0666
,(BF) City of Buffalo,26,26,0.4133
,(MC) McCausland,42,42,0.4133
,(PV) Pleasant Valley,65,47,0.8266
,(PR) Princeton Township,70,70,0.8266
,(B52) City of Bettendorf,356,351,4.1334
,(LCT) LeClaire Township,89,77,0.8266
,(AG) Allen's Grove Township,29,29,0.4133
,(LB) Liberty Township,17,15,0.4133
,(BU) Buffalo Township,130,130,2.0665
,(D44) City of Davenport,124,124,2.0666
,(D74) City of Davenport,106,102,1.6532
,(D71) City of Davenport,198,196,2.8933
,(D54) City of Davenport,122,120,2.0666
,(D62) City of Davenport,209,207,2.48
,(EL1) City of Eldridge,149,149,2.4799
,(LC2) City of LeClaire,144,144,1.6532
,(EL2) City of Eldridge,162,157,2.0666
,(LC1) City of LeClaire,132,121,1.6532
,(PKV) Park View,133,122,1.6532
,(B32) City of Bettendorf,203,202,2.4799
,(RV) City of Riverdale,25,25,0.4133
,(B21) City of Bettendorf,94,92,1.6532
,(D64) City of Davenport,464,442,3.72
,(D82) City of Davenport,112,111,2.8934
,(B41) City of Bettendorf,244,235,2.8933
,(D73) City of Davenport,148,148,2.48
,(D13) City of Davenport,138,138,2.48
,(D61) City of Davenport,177,162,2.48
,(B11) City of Bettendorf,310,310,2.8934
,(D22) City of Davenport,101,101,1.6532
,Total,5393,5249,73.9852
Shelby,Harlan 4,35,35,0.5
,Fairview-Shelby,30,30,0.5
,Grove-Union-Washington-Westphalia,32,32,0.75
,Clay-Monroe,33,33,0.5
,Harlan 3,33,33,0.65
,Douglas-Greeley-Jefferson-Polk,22,22,0.35
,Harlan 1,20,20,0.5
,Cass-Center-Jackson-Lincoln,28,28,0.65
,Harlan 2,33,33,0.6
,Total,266,266,5.0
Sioux,OC2/Holland E/NS 4-9,132,129,0.9625
,Sioux Center Central,80,80,0.6125
,Rock Valley East,25,25,0.35
,SCN/Capel/Welcome,42,42,0.35
,Alton/Nassau/East Orange,48,48,0.6125
,Sioux Center South,63,63,0.525
,Rock Valley West/Rock,15,14,0.2625
,Reading/Center South,7,7,0.175
,PL/GF/ST/SX/EG N,17,17,0.175
,Lincoln,20,20,0.35
,West Branch/Center North,6,6,0.0875
,Grant/Sheridan,15,15,0.2625
,Total,470,466,4.725
Story,Ames 1-2,504,501,3.32
,Ames 1-4,561,541,3.32
,Ames 1-5,450,427,3.735
,Ames 2-1,600,543,4.15
,Ames 2-5,490,490,3.735
,Washington Twp-Kelley,90,63,0.83
,Warren Twp-McCallsburg,9,9,0.415
,Lafayette Township,11,11,0.415
,Richland Township,14,14,0.415
,Milford Township,39,39,0.415
,Slater-Sheldahl-Pal 2,89,89,1.245
,Union Twp-Cambridge,87,86,0.83
,Nevada Township,43,43,0.415
,Nevada 3-Grant Twp 3,84,84,1.245
,Ames 3-5,458,448,3.32
,Huxley,252,252,2.49
,Ames 3-4,436,405,3.32
,Ames 4-4,511,511,2.905
,Ames 1-1,285,282,2.49
,Ames 2-2,335,305,2.905
,Nevada 4,104,79,1.245
,Howard Twp-Roland,112,93,1.245
,Story City,194,193,2.49
,Nevada 2,106,88,1.245
,New Albany Twp-Colo,37,37,0.83
,Ames 4-3,331,331,2.075
,Lincoln Twp-Zearing,19,19,0.415
,Ames 1-3 - Grant Twp 2,285,285,2.49
,Ames 3-3,296,293,2.075
,Ames 4-2,177,174,1.66
,Nevada 1,87,83,1.245
,Ames 3-2,242,241,2.075
,Ames 2-3,323,315,3.32
,Total,7661,7374,64.325
Tama,INDIAN SETTLEMENT,71,69,1.1647
,CARROLL/ONEIDA/N OTTER CR,13,13,0.3882
,CLARK/GENESEO,78,78,1.1646
,RICHLAND/SALT CREEK,14,14,0.3882
,TOLEDO CITY,79,79,1.4234
,YORK,16,12,0.2588
,CARLTON,38,38,0.5176
,COLUMBIA/TAMA,90,89,2.0707
,S. OTTER CREEK,11,11,0.1294
,PERRY/BUCKINGHAM/E CRYSTA,77,77,1.294
,HOWARD/TOLEDO,28,25,0.647
,Total,515,505,9.4466
Taylor,7-3 Legion,9,9,0.3
,4-1 New Market,13,13,0.4
,3-1 Gravity,5,5,0.2
,1-1 Blockton,7,6,0.2
,5-2 Lenox,41,41,1.1
,2-1 Clearfield,3,3,0.2
,6-3 City of Bedford,19,19,0.6
,Total,97,96,3.0
Union,Creston 4 - Supertel,36,36,0.825
,Afton,37,36,0.675
,Creston 2 - SWCC,83,76,1.35
,Creston 5,73,73,0.975
,Creston 3,59,59,0.975
,Creston 1,40,39,0.75
,Lorimor,9,9,0.3
,Total,337,328,5.85
Van Buren,Bonaparte,22,22,0.4
,Douds,7,7,0.3
,Total,29,29,0.7
Wapello,Adams/Blakesburg/Polk,20,20,0.54
,Green Twp,19,19,0.36
,Ottumwa Pct 09,97,97,1.71
,Center Twp,43,43,0.72
,Cass/Chillicothe,1,1,0.09
,Keokuk Twp,16,16,0.36
,Ottumwa Pct 01,78,78,1.26
,Competine Twp,4,4,0.09
,Ottumwa Pct 07,47,47,1.08
,Richland/Kirkville,17,15,0.27
,Ottumwa Pct 04,41,38,0.99
,Ottumwa Pct 10,75,75,1.35
,Ottumwa Pct 03,164,164,1.98
,Ottumwa Pct 02,145,141,1.8
,Ottumwa Pct 06,50,50,1.08
,Agency/Agency/Pleasant,54,54,0.72
,Ottumwa Pct 05,69,69,1.08
,Total,940,931,15.48
Warren,NORWALK 3/ LINN,237,237,2.8001
,INDIANOLA 7,134,129,2.1
,RICHLAND/ PALMYRA,40,40,0.6999
,LINCOLN TWP,43,43,0.4666
,OTTER/ MILO,55,55,0.9332
,JACKSON,59,59,0.6999
,BELMONT TWP,11,11,0.2333
,INDIANOLA 3,150,149,1.1666
,CUMMING/ WDM,36,27,0.4666
,ALLEN 3,137,137,1.8667
,WHITE OAK TWP,65,65,0.6999
,GREENFIELD 1/ DM85,83,83,1.3999
,GREENFIELD 1 TWP,112,112,1.1665
,JEFFERSON,82,82,0.9332
,INDIANOLA 6,99,99,1.1667
,INDIANOLA 4,276,266,2.5668
,INDIANOLA 2,199,190,2.1001
,GREENFIELD 2/ LINCOLN 2,137,137,1.6333
,NORWALK 4 CITY,237,236,2.3334
,INDIANOLA 5,127,127,1.4
,ALLEN 2,70,70,1.4
,INDIANOLA 1,81,81,1.1667
,Total,2470,2435,29.3994
Washington,Washington Ward 2,90,90,1.2999
,Brighton/Marion/Crawford,50,49,0.9285
,Kalona,169,166,1.6713
,West Chester,34,34,0.5571
,Washington Ward 1,91,91,1.1142
,Washington Ward 4,125,125,1.4856
,Total,559,555,7.0566
Wayne,S-04 Seymour-Promise City,33,33,0.675
,C-02 Corydon,42,42,0.975
,H-03 Humeston-Millerton,33,33,0.75
,A-01 Allerton-Clio-Lineville,27,27,0.6
,Total,135,135,3.0
Webster,Fort Dodge 11,95,90,1.5
,Fort Dodge 03,77,77,1.0834
,Fort Dodge 12,76,76,1.1667
,Fort Dodge 04,63,63,1.1666
,Sumner-Webster-Yell-Hardi,23,23,0.4167
,Fort Dodge 01,100,98,1.5833
,Fort Dodge 07,47,47,1.1667
,Fort Dodge 02,112,109,1.3333
,Fort Dodge 10,74,73,1.25
,Badger-NW Cooper,52,52,0.7501
,Fort Dodge 08,44,44,1.0834
,Fulton,11,11,0.1666
,Gowrie,49,49,0.5834
,Johnson,15,15,0.25
,Fort Dodge 06,24,24,0.4999
,Newark,6,6,0.1666
,Elkhorn,20,19,0.4167
,Deer Creek-Jackson,21,21,0.3332
,Fort Dodge 05,49,45,0.75
,Dayton-Burnside,47,46,0.7501
,Total,1005,988,16.4167
Winnebago,Eden Logan Norway,18,18,0.3
,King Linden,20,20,0.3
,Buffalo Grant Lincoln,42,42,0.75
,Forest City Ward 1,63,63,0.75
,Center,71,71,1.5
,Forest City Ward 4,43,43,0.45
,Forest City Ward 2,47,46,0.6
,Total,304,303,4.65
Winneshiek,PCT 05 - CN/DEW4/ DETSUP3,216,216,2.176
,PCT 04 - DEW2 (Decorah Ward 2),328,313,2.048
,PCT 03 - DEW1/DETSUP2,295,289,2.304
,PCT 02 - FR/GL/DEW3/ DETSUP1,405,403,2.816
,PCT 01 - HE/HI/PL,105,105,0.896
,PCT 07 - CA/SP,92,92,1.28
,PCT 10 - JA/SU/WA,56,54,0.768
,PCT 09 - BLF/BO/FR/LI/MA/ OR,93,93,1.152
,Total,1590,1565,13.44
Woodbury,Woodbury 27,129,123,1.7
,Sioux City 12,172,172,1.9125
,Woodbury 28,203,203,2.7625
,Sioux City 17,146,120,1.9125
,Woodbury 25,95,95,1.4875
,Woodbury 24,87,87,1.4875
,37 Climbing Hill/Grant/West Fork,6,6,0.2125
,36 Lawton/Banner,25,18,0.425
,38 Sloan,30,30,0.425
,29 Sergeant Bluff East/ Woodbury,88,87,1.4875
,40 Anthon/Miller,11,11,0.2125
,Sioux City 19,125,120,1.9125
,Sioux City 16,98,98,1.4875
,Sioux City 03,88,83,1.7
,Sioux City 04,74,74,1.0625
,Sioux City 09,29,29,0.6375
,Sioux City 08,48,48,1.0625
,35 Moville/Arlington/Wolf Creek,65,64,1.0625
,Sioux City 21,70,67,1.4875
,42 Smithland/Little Sioux,9,9,0.2125
,Sioux City 18,88,88,1.7
,Woodbury 26,97,97,1.7
,Sioux City 07,70,70,1.7
,Sioux City 13,38,38,0.85
,Woodbury 22,100,99,1.7
,31 Salix/Liberty/Lakeport,26,24,0.6375
,Sioux City 23,113,113,1.4875
,Sioux City 15,82,82,1.4875
,41 Danbury/Liston/Morgan,12,12,0.2125
,30 Sergeant Bluff West,86,86,1.275
,Total,2310,2253,37.4
Worth,Fertile,26,26,0.3334
,Bristol/Silver Lake/Joice,24,24,0.4666
,Danville/Hanlontown,16,16,0.3334
,Brookfield/Kensett,35,35,0.4666
,Lincoln/Manly,70,70,1.2001
,Total,171,171,2.8001
Wright,Dows,18,18,0.3999
,Eagle Grove/Troy,10,10,0.2666
,Eagle Grove #2,11,11,0.4
,Rural Clarion,33,33,0.5333
,Belmond,119,119,1.8667
,Eagle Grove #1,3,3,0.2666
,Eagle Grove #3,29,29,0.3999
,Clarion,71,71,1.2
,Total,294,294,5.333
Out of State Satellite,Total,0,0,0.0
CD1 Satellite,Total,0,0,0.0
CD2 Satellite,Total,0,0,0.0
CD3 Satellite,Total,0,0,0.0
CD4 Satellite,Total,0,0,0.0
