County,Precinct,First Expression,Final Expression,SDE
,Keokuk 5,20,22,0.4200
,Keokuk 7,22,27,0.4200
,Green Bay/Washington,19,19,0.4200
,Keokuk 6,11,12,0.2800
,Fort Madison 4,17,18,0.4200
,Fort Madison 1,24,24,0.2800
,Total,312,340,6.1600
Linn,Linn,7,0,0
,Marion township,15,0,0
,Robins,65,70,0.8791
,College,13,24,0.4395
,Monroe 1,21,22,0.4395
,Cedar Rapids 11,59,77,0.8791
,Monroe 2,38,39,0.4395
,Boulder,0,0,0
,Spring Grove,1,1,0
,Fayette,14,24,0.4395
,Marion 14,56,61,0.4395
,Fairfax Township,26,28,0.4395
,Hiawatha4,9,9,0.4395
,Otter Creek,17,19,0.4395
,Grant,2,0,0
,Clinton,13,23,0.4395
,Buffalo,1,1,0
,Cedar Rapids 21,28,28,0.4395
,Mount Vernon South,84,127,0.8791
,Cedar Rapids 34,30,35,0.4395
,Cedar Rapids 38,30,37,0.4395
,Cedar Rapids 26,90,98,0.8791
,Cedar Rapids 17,23,0,0
,Cedar Rapids 33,14,27,0.4395
,Cedar Rapids 13,43,58,0.4395
,Cedar Rapids 06,53,65,0.8791
,Marion 06,47,56,0.8791
,Franklin,76,87,0.8791
,Marion 05,68,87,1.3186
,Marion 01,25,25,0.4395
,Cedar Rapids 29,30,41,0.8791
,Cedar Rapids 10,50,51,0.4395
,Hiawatha 1,29,35,0.4395
,Cedar Rapids 37,29,38,0.4395
,Cedar Rapids 20,47,55,0.8791
,Cedar Rapids 02,22,29,0.4395
,Cedar Rapids 05,41,45,0.4395
,Cedar Rapids 35,35,45,0.8791
,Marion 08,23,24,0.4395
,Marion 13,55,69,0.8791
,Cedar Rapids 08,16,21,0.4395
,Cedar Rapids 36,46,59,0.8791
,Cedar Rapids 32,24,35,0.8791
,Cedar Rapids 42,63,75,0.8791
,Hiawatha 2,19,25,0.4395
,Cedar Rapids 09,21,49,0.8791
,Marion 10,30,33,0.4395
,Marion 09,23,33,0.4395
,Cedar Rapids 22,18,0,0
,Cedar Rapids 16,46,67,0.8791
,Cedar Rapids 41,56,63,0.8791
,Cedar Rapids 27,18,0,0
,Cedar Rapids 01,47,57,0.4395
,Marion 03,24,24,0.4395
,Cedar Rapids 39,44,55,0.8791
,Cedar Rapids 19,47,62,0.8791
,Marion 11,56,57,0.8791
,Cedar Rapids 15,38,38,0.4395
,Fairfax City,33,37,0.8791
,Bertram,51,69,0.8791
,Cedar Rapids 40,23,27,0.8791
,Cedar Rapids 03,41,56,0.4395
,Marion 12,26,31,0.4395
,Putnam,36,46,0.8791
,Washington,30,36,0.8791
,Cedar Rapids 14,49,58,0.8791
,Cedar Rapids 44,7,0,0
,Mount Vernon north,49,55,0.4395
,Brown,18,22,0.4395
,Cedar Rapids 43,18,23,0.4395
,Cedar Rapids 04,33,40,0.4395
,Cedar Rapids 18,20,20,0.4395
,Maine,13,19,0.4395
,Marion 02,14,10,0
,Marion 04,19,19,0.4395
,Total,"2,445","2,881",40.4367
Louisa,Columbus Junction,21,21,0.3000
,Southeast Louisa,10,0,0
,Grandview-Port Louisa,0,0,0
,West Louisa,17,20,0.3000
,Morning Sun - Marshall,7,8,0.1000
,Total,55,49,0.7000
Lucas,Chariton Precinct 1,13,13,0.2182
,Lucas-Extension Office Precinct,0,0,0
,Williamson,4,4,0.2182
,City of Russell- Cedar and Washington Townships,4,4,0.0727
,Pine Oak Marsh,0,0,0
,Lucas,2,0,0
,Total,23,21,0.5091
Lyon,PCT 1 GEORGE,6,7,0.1000
,PCT 4 LARCHWOOD,7,7,0.1000
,PCT 2 DOON,3,3,0.1000
,PCT 5 LESTER,0,0,0
,PCT 6 LITTLE ROCK,0,0,0
,PCT 3 INWOOD,3,0,0
,Total,19,17,0.3000
Madison,Union-Crawford-Scott,28,31,0.3600
,Grand River-Monroe-Webster,3,3,0.1200
,Jackson-Douglas-Lincoln,19,26,0.2400
,South,17,18,0.2400
,Jefferson-Lee,23,24,0.2400
,Walnut-Ohio,13,13,0.2400
,Winterset 1,47,56,0.6000
,Penn-Madison,26,27,0.3600
,Winterset 2,37,37,0.4800
,Total,213,235,2.8800
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,3,0,0
,BLACK OAK SCOTT,8,13,0.1600
,E&W DES MOINES - JEFFERSON,3,4,0.1600
,OSKALOOSA WARD 3 - UNIVERSITY PARK,23,28,0.4800
,GARFIELD-LINCOLN-MADISON,11,11,0.1600
,SPRING CREEK,16,16,0.1600
,PRAIRIE - RICHLAND,8,8,0.1600
,OSKALOOSA WARD 4,26,28,0.3200
,OSKALOOSA WARD 2,18,22,0.1600
,OSKALOOSA WARD 1,20,23,0.3200
,Total,136,153,2.0800
Marion,Pleasantville,44,58,0.9000
,Knoxville 4,25,30,0.5400
,Liberty,7,7,0.1800
,Knoxville 2,20,27,0.3600
,Clay,8,9,0.1800
,Washington Township,12,12,0.1800
,Pella 1,39,52,0.5400
,Knoxville 3,31,39,0.9000
,Pella 3,36,37,0.3600
,Pella 4,40,57,0.3600
,Knoxville Township,30,34,0.5400
,Indiana Township,8,11,0.1800
,Dallas,15,20,0.7200
,Pella 2,29,34,0.3600
,Otley,23,26,0.3600
,Total,367,453,6.6600
Marshall,MARSHALLTOWN 3-1,25,26,0.4800
,MARSHALLTOWN 4-2,31,41,0.6400
,MARSHALLTOWN 2-1,39,55,0.8000
,MARSHALLTOWN 4-1,29,33,0.6400
,MARSHALLTOWN 3-2,31,47,0.9600
,MARSHALLTOWN 1-1,1,0,0
,MARION / VIENNA,16,16,0.1600
,TIMBER CREEK,7,7,0.1600
,MARIETTA / WASHINGTON,12,15,0.1600
,MARSHALLTOWN 2-2,35,45,0.6400
,MARSHALLTOWN 1-2,11,0,0
,JEFFERSON,10,14,0.1600
,LEGRAND,6,6,0.1600
,GREEN CASTLE,7,11,0.1600
,BANGOR/LISCOMB,5,12,0.1600
,EDEN / LOGAN,32,35,0.6400
,TAYLOR,14,16,0.3200
,LIBERTY / MINERVA,2,6,0
,STATE CENTER,27,36,0.4800
,Total,340,421,6.7200
Mills,Oak/St. Mary,29,48,0.6222
,Pacific Junction/Lyons/Platville,6,6,0.1556
,Glenwood Ward 2,12,13,0.1556
,Glenwood Ward 3,15,16,0.3111
,Henderson/Anderson,5,6,0.1556
,Emerson/Hastings/Indian Creek,0,0,0
,Deer Creek/White Cloud,2,2,0
,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,26,27,0.4667
,Total,95,118,1.8668
Mitchell,Mitchell 10,9,9,0.1500
,OSAGE 02 (Mitchell 6),9,11,0.1500
,Mitchell 12,1,1,0.0750
,OSAGE 04 (Mitchell 8),10,10,0.2250
,Mitchell 5,6,6,0.0750
,Mitchell 7,11,12,0.2250
,Mitchell 6,7,9,0.2250
,Mitchell 11,0,0,0
,OSAGE 01 (Mitchell 5),3,0,0
,Mitchell 8,2,0,0
,Total,58,58,1.1250
Monona,ONAWA Ward 3,4,4,0.1000
,CASTANA CENTER JORDAN,3,3,0.0500
,ST CLAIR UTE,3,3,0.0500
,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,7,7,0.1000
,SHERMAN SE FRANKLIN BLENCOE SIOUX,3,4,0.0500
,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,6,7,0.1500
,ONAWA Ward 2- NE Franklin,6,6,0.1000
,ONAWA Ward 1,3,4,0.1500
,COOPER MAPLE MAPLETON,8,9,0.1500
,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,4,4,0.1000
,ONAWA Ward 4,3,4,0.1000
,Total,50,55,1.1000
Monroe,No. 3-Albia Third Ward,4,4,0.1385
,No. 4-Albia Fourth Ward,3,0,0
,LOVILIA - Monroe Precinct 6,10,12,0.1846
,CTHSE - Monroe Precinct 5,8,9,0.1846
,No. 1-Albia First Ward,9,14,0.2769
,Total,34,39,0.7846
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,5,6,0.0800
,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,9,9,0.0800
,WARD1 PILOT GROVE FRANKFORT RO TWP,11,15,0.2400
,7 SCOTT EAST TWP VILLISCA,14,17,0.3200
,6 WEST GRANT SCOTT TWP COBURG STANTON,7,7,0.0800
,WARD2 SHERMAN RO TWP,15,19,0.3200
,Total,61,73,1.1200
Muscatine,West Liberty/Wapsie-WL1 C,32,48,0.6667
,West Liberty 2,8,4,0
,Muscatine 10th,14,20,0.3333
,Pike-City,8,9,0.1667
,Seventy-Six/Cedar-Seventy,6,11,0.1667
,Orono-City,1,1,0
,Muscatine 01st,21,22,0.3333
,Wilton City,25,33,0.5000
,Muscatine 07th,10,10,0.1667
,Muscatine 05th,7,0,0
,Muscatine 06th,60,73,0.8333
,Fruitland One-City,7,0,0
,Bloomington,44,44,0.5000
,Goshen-City,3,0,0
,Sweetland,15,17,0.1667
,Fulton/Montpelier-City,10,10,0.1667
,Wilton/Moscow-Wilton,5,7,0.1667
,Total,276,309,4.1668
O'Brien,Sheldon 1st Ward,4,4,0.0727
,Hartley-Lincoln-Omega,6,7,0.1455
,Summit-Center-Dale-Highland,7,11,0.1455
,Union-Baker-Caledonia,10,10,0.1455
,Waterman-Grant-Liberty,7,7,0.1455
,Sheldon 2nd Ward,6,6,0.0727
,Sheldon 3rd Ward,5,5,0.0727
,Franklin,1,0,0
,Total,46,50,0.8001
Osceola,May City Precint 0300,0,0,0
,Harris Precinct 0200,2,4,0.1000
,Ashton Precinct 0100,2,2,0.1000
,Osceola 3 Precinct 0800,4,4,0.2000
,Osceola 1 Precinct 0600,10,10,0.3000
,Melvin Precinct 0400,0,0,0
,Total,18,20,0.7000
Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,11,12,0.1600
,Shenandoah 2,13,13,0.2400
,Clarinda Ward 2,17,19,0.3200
,Clarinda Ward 1,15,20,0.3200
,Shenandoah 3,21,25,0.3200
,"Pierce and Fremont Townships, Essex",5,10,0.1600
,Shenandoah 1,10,10,0.1600
,Total,92,109,1.6800
Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,19,21,0.3333
,City of WB/EL/RL/BO/GO/NV,1,0,0
,Emmetsburg Ward 1,5,6,0.0833
,GR/RV/LI/pt. HL&WL,9,9,0.1667
,Total,34,36,0.5833
Plymouth,Plymouth 03/Sb,2,0,0
,Plymouth 09/Ht,13,18,0.2250
,Plymouth 08/Py,17,19,0.2250
,Plymouth 12/Le Mars 2,27,28,0.4500
,Plymouth 07/Mr,5,8,0.2250
,Plymouth 01/Ak,6,8,0
,Plymouth 05/Rm,7,9,0.2250
,Plymouth 10/Kl,8,11,0.2250
,Plymouth 13/Le Mars 3,14,21,0.2250
,Total,99,122,1.8000
Pocahontas,Swan Lake-N Marshall,11,14,0.2400
,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,4,5,0.1200
,Grant-S Marshall-S Sherman,1,0,0
,Pocahontas #1,7,13,0.2400
,Bellville-Lizard-S Lake-S Lincoln,3,7,0.1200
,Pocahontas #2,6,6,0.1800
,Cedar-Colfax-Dover,8,11,0.1200
,Total,40,56,1.0200
Polk,DES MOINES-41,111,142,1.1192
,DES MOINES-37,17,17,0.2798
,DES MOINES-16,107,119,1.1192
,ANKENY-01,117,150,1.6788
,ANKENY-12,148,194,1.6788
,URBANDALE-11,58,65,0.8394
,DES MOINES-61,89,104,0.8394
,WDM-313,36,41,0.2798
,WDM-316,91,103,0.8394
,CLAY-01,16,24,0.2798
,JOHNSTON-03,75,78,0.5596
,URBANDALE-04,72,83,0.8394
,DES MOINES-72,2,2,0
,CROCKER-01,37,43,0.2798
,ALLEMAN-01,8,8,0
,URBANDALE-10,101,106,1.1192
,MADISON-01,4,4,0
,FRANKLIN-01,22,24,0.2798
,RUNNELLS-01,20,24,0.2798
,GRANGER-01,9,9,0.2798
,DES MOINES-78,27,34,0.5596
,DES MOINES-30,13,13,0.2798
,DES MOINES-33,13,16,0.2798
,URBANDALE-09,60,84,0.8394
,DES MOINES-26,25,25,0.2798
,DES MOINES-77,18,21,0.2798
,ANKENY-05,61,68,0.8394
,WDM-114,108,128,1.1192
,DES MOINES-57,58,88,0.5596
,ANKENY-09,63,75,0.8394
,DES MOINES-51,17,18,0.2798
,DES MOINES-50,31,31,0.5596
,DES MOINES-09,31,39,0.5596
,DES MOINES-46,21,24,0.2798
,ANKENY-11,34,38,0.5596
,ANKENY-13,114,126,1.1192
,DES MOINES-06,17,20,0.2798
,DES MOINES-75,17,18,0.2798
,DES MOINES-31,14,19,0.2798
,DES MOINES-03,40,40,0.5596
,DES MOINES-11,60,80,1.1192
,ALTOONA-03,39,44,0.8394
,JOHNSTON-02,70,81,0.8394
,DES MOINES-22,24,31,0.5596
,DES MOINES-21,30,35,0.5596
,ANKENY-03,49,76,0.8394
,WDM-112,28,33,0.2798
,DES MOINES-82,18,0,0
,URBANDALE-06,66,73,0.8394
,CLIVE-02,48,58,0.5596
,ALTOONA-05,73,87,1.1192
,SAYLOR-01,26,28,0.5596
,ANKENY-04,48,55,0.5596
,URBANDALE-07,75,80,0.8394
,ANKENY-10,57,83,0.8394
,DES MOINES-04,10,12,0.5596
,ALTOONA-04,54,60,0.8394
,ANKENY-06,49,61,0.5596
,DES MOINES-52,7,0,0
,CLIVE-01,23,32,0.5596
,URBANDALE-01,49,53,0.5596
,ANKENY-07,50,71,0.8394
,JOHNSTON-01,78,83,1.1192
,GRIMES-02,76,95,1.1192
,URBANDALE-02,78,104,1.1192
,DES MOINES-35,7,0,0
,CLIVE-03,86,90,0.8394
,WDM-314,47,47,0.5596
,DES MOINES-54,17,28,0.2798
,WDM-315,54,66,0.8394
,URBANDALE-08,50,59,0.5596
,DES MOINES-18,2,0,0
,DES MOINES-19,19,22,0.2798
,DES MOINES-25,10,10,0.2798
,DES MOINES-43,97,101,0.5596
,ANKENY-15,66,86,0.8394
,DES MOINES-45,30,46,0.2798
,DES MOINES-10,60,72,0.5596
,DES MOINES-13,32,38,0.5596
,DES MOINES-64,72,87,0.5596
,WDM-311,82,96,1.1192
,WDM-116,51,57,0.5596
,WDM-211,39,54,0.5596
,WDM-117,52,59,0.5596
,URBANDALE-05,63,69,0.5596
,DELAWARE-01,12,16,0.2798
,DES MOINES-58,38,71,0.5596
,DES MOINES-56,99,133,0.8394
,DES MOINES-39,103,118,0.8394
,DES MOINES-23,6,0,0
,DES MOINES-32,13,22,0.5596
,DES MOINES-44,73,110,0.8394
,WDM-115,63,67,0.8394
,DES MOINES-53,13,15,0.2798
,PLEASANT HILL-02,45,47,0.5596
,DES MOINES-49,3,0,0
,WEBSTER-01,12,17,0.2798
,SAYLOR-02,16,19,0.2798
,GRIMES-03,43,45,0.5596
,BONDURANT-02,47,61,0.8394
,ANKENY-02,128,156,1.3990
,DES MOINES-48,6,0,0
,DES MOINES-34,0,0,0
,DES MOINES-38,101,108,0.5596
,DELAWARE-02,1,0,0
,JOHNSTON-06,65,74,0.5596
,JEFFERSON-01,35,44,0.2798
,CROCKER-02,29,30,0.2798
,MITCHELLVILLE-01,23,38,0.5596
,DES MOINES-01,14,16,0.2798
,DES MOINES-29,28,41,0.5596
,ALTOONA-01,19,21,0.5596
,DES MOINES-74,16,17,0.2798
,Total,"5,094","6,053",64.0742
Pottawattamie,Walnut,10,10,0.2400
,Treynor,13,13,0.2400
,Neola,5,0,0
,Carson,5,6,0.1200
,McClelland,5,8,0.1200
,Minden,3,5,0.2400
,Council Bluff 09,19,21,0.2400
,Avoca,11,11,0.2400
,Carter Lake 1,9,9,0.1200
,Council Bluff  04,19,19,0.3600
,Underwood,18,21,0.3600
,Oakland,19,19,0.2400
,Council Bluff  20,18,23,0.3600
,Council Bluff 01,3,0,0
,Council Bluff 13,14,16,0.2400
,Council Bluff 10A,35,36,0.6000
,Lewis 2,28,29,0.3600
,Garner,27,30,0.4800
,Council Bluff 19,25,28,0.4800
,Crescent,25,32,0.3600
,Council Bluff 15,6,6,0.1200
,Council Bluff 12,0,28,0.3600
,Council Bluff 18,18,27,0.6000
,Council Bluff 03,8,10,0.2400
,Council Bluff 02,9,10,0.2400
,Council Bluff 14,10,16,0.3600
,Council Bluff 07,29,37,0.3600
,Council Bluff  11,42,54,0.6000
,Council Bluff 05,11,11,0.1200
,Council Bluff 08,27,37,0.4800
,Council Bluff 17,12,17,0.3600
,Council Bluff 06,35,37,0.4800
,Total,518,626,9.7200
Poweshiek,2ND WARD - 07.07GR,49,55,0.4200
,1ST WARD - 06.06GR,86,0,0
,3RD WARD - 08.08GR,23,32,0.4200
,4TH WARD - 09.09GR,4,0,0
,DRL,1,0,0
,MONTEZUMA - 11.11MO,7,9,0.1400
,CGWS,10,13,0.1400
,MS,6,10,0.1400
,JUPS,7,8,0.1400
,BMWJ,14,15,0.4200
,Total,207,142,1.8200
Ringgold,Tingley,4,4,0.0750
,Union,5,5,0.1125
,Mount Ayr 1,9,10,0.3000
,Total,18,19,0.4875
Sac,Lake View,14,14,0.2000
,Lytton,2,5,0.0667
,Auburn,4,5,0.0667
,Nemaha,1,2,0.0667
,Schaller,14,15,0.2667
,Odebolt,3,3,0.0667
,Sac City,13,13,0.2667
,Total,51,57,1.0002
Scott,(B52) City of Bettendorf,87,111,1.2400
,(D51) City of Davenport,50,68,0.8267
,(BF) City of Buffalo,5,5,0
,(PV) Pleasant Valley,21,24,0.4133
,(AG) Allen's Grove Township,12,12,0.4133
,(LCT) LeClaire Township,25,36,0.4133
,(MC) McCausland,11,42,0.4133
,(D62) City of Davenport,52,60,0.8267
,(LG) City of Long Grove,9,19,0.4133
,(RV) City of Riverdale,3,3,0
,(PR) Princeton Township,18,32,0.4133
,(D61) City of Davenport,49,53,0.8267
,(LB) Liberty Township,6,0,0
,(LC1) City of LeClaire,32,45,0.4133
,(EL2) City of Eldridge,41,53,0.8267
,(B22) City of Bettendorf,39,42,0.8267
,(EL1) City of Eldridge,38,43,0.8267
,(LC2) City of LeClaire,48,54,0.4133
,(B41) City of Bettendorf,53,57,0.8267
,(D74) City of Davenport,5,0,0
,(D84) City of Davenport,42,51,0.8267
,(B21) City of Bettendorf,24,28,0.4133
,(D23) City of Davenport,21,21,0.4133
,(D22) City of Davenport,20,23,0.4133
,(D71) City of Davenport,36,39,0.4133
,(PKV) Park View,39,51,0.4133
,(B32) City of Bettendorf,33,33,0.4133
,(BU) Buffalo Township,26,26,0.4133
,(D53) City of Davenport,41,47,0.4133
,(D43) City of Davenport,40,42,0.4133
,(D83) City of Davenport,32,34,0.4133
,(D21) City of Davenport,20,23,0.4133
,(D13) City of Davenport,21,35,0.8267
,(D73) City of Davenport,26,31,0.4133
,(D64) City of Davenport,119,144,1.2400
,(D44) City of Davenport,20,22,0.4133
,(D63) City of Davenport,16,82,0.8267
,(D81) City of Davenport,23,23,0.4133
,(B11) City of Bettendorf,67,67,0.8267
,(D12) City of Davenport,33,44,0.8267
,(D32) City of Davenport,18,18,0.4133
,(D82) City of Davenport,25,30,0.8267
,(D54) City of Davenport,16,24,0.4133
,(D42) City of Davenport,1,0,0
,(D72) City of Davenport,27,37,0.8267
,Total,"1,390","1,734",23.9730
Shelby,Harlan 3,12,12,0.2500
,Harlan 2,14,15,0.3000
,Cass-Center-Jackson-Lincoln,5,5,0.1000
,Douglas-Greeley-Jefferson-Polk,8,8,0.1000
,Harlan 1,4,5,0.1500
,Clay-Monroe,5,5,0.0500
,Fairview-Shelby,8,10,0.1500
,Grove-Union-Washington-Westphalia,10,10,0.2500
,Harlan 4,9,14,0.2000
,Total,75,84,1.5500
Sioux,SCN/Capel/Welcome,9,11,0.0875
,Alton/Nassau/East Orange,0,0,0
,Rock Valley West/Rock,8,8,0.0875
,Grant/Sheridan,3,5,0.0875
,Sioux Center South,2,0,0
,Rock Valley East,5,5,0.0875
,PL/GF/ST/SX/EG N,6,8,0.0875
,Sioux Center Central,16,18,0.0875
,OC2/Holland E/NS 4-9,12,0,0
,Sherman,0,0,0
,West Branch/Center North,2,2,0.0875
,Lincoln,1,0,0
,Reading/Center South,4,5,0.0875
,Total,68,62,0.7000
Story,Ames 1-2,44,0,0
,Ames 4-4,58,0,0
,Ames 2-2,33,0,0
,Ames 1-4,51,0,0
,Ames 1-3 - Grant Twp 2,37,53,0.4150
,Ames 3-4,67,126,1.2450
,Ames 2-1,70,0,0
,Ames 3-2,35,39,0.4150
,Milford Township,0,0,0
,New Albany Twp-Colo,7,12,0.4150
,Ames 2-5,97,111,1.2450
,Lincoln Twp-Zearing,0,0,0
,Warren Twp-McCallsburg,2,0,0
,Lafayette Township,2,2,0
,Washington Twp-Kelley,25,29,0.4150
,Richland Township,0,0,0
,Nevada Township,13,22,0.4150
,Ames 3-5,66,84,0.8300
,Ames 1-1,47,73,0.8300
,Ames 1-5,64,77,0.8300
,Ames 2-3,51,51,0.4150
,Ames 3-3,27,0,0
,Ames 4-3,65,72,0.4150
,Ames 4-2,24,27,0.4150
,Story City,50,54,0.8300
,Nevada 2,0,0,0
,Howard Twp-Roland,36,46,0.4150
,Union Twp-Cambridge,17,0,0
,Slater-Sheldahl-Pal 2,21,32,0.4150
,Nevada 1,17,26,0.4150
,Huxley,51,56,0.4150
,Nevada 3-Grant Twp 3,29,41,0.4150
,Nevada 4,23,29,0.4150
,Total,"1,129","1,062",11.6200
Tama,COLUMBIA/TAMA,19,26,0.6471
,TOLEDO CITY,18,24,0.3882
,INDIAN SETTLEMENT,2,0,0
,CLARK/GENESEO,16,22,0.3882
,CARLTON,12,14,0.1294
,PERRY/BUCKINGHAM/E CRYSTA,18,25,0.3882
,RICHLAND/SALT CREEK,3,4,0.1294
,S. OTTER CREEK,2,2,0
,CARROLL/ONEIDA/N OTTER CR,4,4,0.1294
,HOWARD/TOLEDO,10,10,0.2588
,YORK,4,6,0.1294
,Total,108,137,2.5881
Taylor,5-2 Lenox,14,14,0.4000
,7-3 Legion,3,3,0.1000
,2-1 Clearfield,0,0,0
,4-1 New Market,3,4,0.1000
,6-3 City of Bedford,3,3,0.1000
,3-1 Gravity,2,2,0.1000
,1-1 Blockton,4,4,0.1000
,Total,29,30,0.9000
Union,Afton,9,12,0.2250
,Creston 4 - Supertel,10,13,0.3000
,Creston 3,10,11,0.1500
,Creston 1,12,13,0.2250
,Creston 2 - SWCC,19,19,0.3000
,Lorimor,1,0,0
,Creston 5,24,24,0.3750
,Total,85,92,1.5750
Van Buren,Douds,3,3,0.1000
,Stockport,0,0,0
,Bonaparte,7,7,0.1000
,Total,10,10,0.2000
Wapello,Green Twp,4,4,0.0900
,Ottumwa Pct 01,18,20,0.3600
,Adams/Blakesburg/Polk,5,6,0.1800
,Ottumwa Pct 05,25,32,0.4500
,Ottumwa Pct 04,13,17,0.4500
,Keokuk Twp,7,7,0.0900
,Ottumwa Pct 10,18,18,0.3600
,Ottumwa Pct 07,9,11,0.2700
,Richland/Kirkville,4,6,0.0900
,Competine Twp,1,1,0
,Cass/Chillicothe,0,0,0
,Center Twp,11,15,0.2700
,Agency/Agency/Pleasant,10,10,0.1800
,Ottumwa Pct 09,25,25,0.4500
,Ottumwa Pct 02,38,44,0.5400
,Ottumwa Pct 06,10,11,0.2700
,Ottumwa Pct 03,52,59,0.7200
,Total,250,286,4.7700
Warren,CUMMING/ WDM,10,14,0.2333
,INDIANOLA 6,25,34,0.4667
,LIBERTY TWP,4,4,0
,LINCOLN TWP,8,21,0.2333
,WHITE OAK TWP,24,31,0.2333
,INDIANOLA 1,30,33,0.4667
,ALLEN 2,22,35,0.7000
,BELMONT TWP,6,6,0.2333
,INDIANOLA 4,118,128,1.1667
,INDIANOLA 5,46,47,0.4667
,GREENFIELD 1/ DM85,16,16,0.2333
,GREENFIELD 1 TWP,30,31,0.2333
,RICHLAND/ PALMYRA,15,19,0.2333
,OTTER/ MILO,16,19,0.2333
,JEFFERSON,19,24,0.2333
,WHITE BREAST,4,4,0
,SQUAW CREEK TWP,8,8,0
,GREENFIELD 2/ LINCOLN 2,34,34,0.4667
,JACKSON,22,26,0.2333
,INDIANOLA 7,49,63,0.9333
,INDIANOLA 2,50,56,0.7000
,INDIANOLA 3,33,39,0.2333
,ALLEN 3,35,36,0.4667
,NORWALK 4 CITY,80,99,0.9333
,NORWALK 2/ GREENFIELD,35,55,0.7000
,NORWALK 3/ LINN,101,101,1.1667
,Total,840,983,11.1998
Washington,Washington Ward 2,19,19,0.1857
,Washington Ward 4,22,31,0.3714
,Kalona,27,35,0.3714
,Washington Ward 1,11,0,0
,Wellman,26,29,0.3714
,West Chester,9,10,0.1857
,Brighton/Marion/Crawford,9,13,0.1857
,Total,123,137,1.6713
Wayne,C-02 Corydon,7,7,0.1500
,A-01 Allerton-Clio-Lineville,2,0,0
,S-04 Seymour-Promise City,11,14,0.3000
,H-03 Humeston-Millerton,5,5,0.0750
,Total,25,26,0.5250
Webster,Fort Dodge 07,15,19,0.5000
,Fort Dodge 08,9,10,0.2500
,Dayton-Burnside,15,16,0.2500
,Colfax-Duncombe,6,8,0.1667
,Elkhorn,6,8,0.1667
,Fort Dodge 11,38,45,0.7500
,Johnson,9,9,0.1667
,Newark,4,4,0.0833
,Fulton,6,6,0.0833
,Fort Dodge 04,13,17,0.3333
,Fort Dodge 09,13,16,0.4167
,Fort Dodge 01,39,46,0.7500
,Fort Dodge 05,21,22,0.3333
,Fort Dodge 10,30,39,0.6667
,Fort Dodge 12,27,27,0.4167
,Fort Dodge 02,40,58,0.7500
,Lost Grove,0,0,0
,Fort Dodge 06,5,5,0.0833
,Sumner-Webster-Yell-Hardi,4,7,0.1667
,Deer Creek-Jackson,4,6,0.0833
,Cooper,1,1,0.0833
,Douglas,0,20,0.2500
,Gowrie,11,12,0.1667
,Fort Dodge 03,23,32,0.4167
,Badger-NW Cooper,15,16,0.2500
,Total,354,449,7.5834
Winnebago,King Linden,10,11,0.1500
,Mt. Valley,7,8,0.1500
,Forest City Ward 4,9,13,0.1500
,Forest City Ward 1,9,11,0.1500
,Buffalo Grant Lincoln,20,22,0.4500
,Center,25,27,0.6000
,Eden Logan Norway,9,13,0.1500
,Forest City Ward 2,7,0,0
,Total,96,105,1.8000
Winneshiek,PCT 03 - DEW1/DETSUP2,80,95,0.7680
,PCT 10 - JA/SU/WA,13,14,0.2560
,PCT 02 - FR/GL/DEW3/ DETSUP1,106,115,0.7680
,PCT 05 - CN/DEW4/ DETSUP3,42,50,0.5120
,PCT 09 - BLF/BO/FR/LI/MA/ OR,19,19,0.2560
,PCT 04 - DEW2 (Decorah Ward 2),60,87,0.5120
,PCT 01 - HE/HI/PL,22,26,0.2560
,PCT 07 - CA/SP,33,42,0.6400
,Total,375,448,3.9680
Woodbury,Sioux City 15,22,25,0.4250
,Sioux City 12,36,42,0.4250
,Woodbury 26,19,35,0.6375
,Sioux City 16,20,30,0.4250
,29 Sergeant Bluff East/ Woodbury,16,18,0.2125
,30 Sergeant Bluff West,13,13,0.2125
,Sioux City 03,15,17,0.4250
,Sioux City 07,7,11,0.2125
,37 Climbing Hill/Grant/West Fork,0,0,0
,42 Smithland/Little Sioux,1,0,0
,40 Anthon/Miller,4,4,0.2125
,33-Pierson/Rutland,3,3,0
,31 Salix/Liberty/Lakeport,4,6,0.2125
,36 Lawton/Banner,4,0,0
,41 Danbury/Liston/Morgan,6,6,0
,Woodbury 28,50,54,0.8500
,43 Oto/Oto Township,1,1,0
,Sioux City 09,4,0,0
,Woodbury 24,17,22,0.4250
,Sioux City 13,4,0,0
,35 Moville/Arlington/Wolf Creek,10,12,0.2125
,38 Sloan,4,0,0
,Sioux City 23,23,25,0.4250
,Sioux City 08,3,0,0
,Woodbury 25,13,17,0.2125
,Sioux City 21,16,27,0.6375
,Sioux City 04,9,12,0.2125
