County,Precinct,First Expression,Final Expression,SDE
,Cedar Rapids 37,37,40,0.8791
,Cedar Rapids 20,44,51,0.4395
,Cedar Rapids 02,34,41,0.4395
,Cedar Rapids 05,50,60,0.8791
,Cedar Rapids 35,31,37,0.4395
,Marion 08,38,40,0.4395
,Marion 13,37,42,0.4395
,Cedar Rapids 08,25,28,0.4395
,Cedar Rapids 36,65,80,0.8791
,Cedar Rapids 32,19,19,0.4395
,Cedar Rapids 42,34,41,0.4395
,Hiawatha 2,13,0,0
,Cedar Rapids 09,30,32,0.4395
,Marion 10,25,25,0.4395
,Marion 09,28,30,0.4395
,Cedar Rapids 22,56,83,0.8791
,Cedar Rapids 16,53,65,0.8791
,Cedar Rapids 41,32,37,0.4395
,Cedar Rapids 27,34,40,0.8791
,Cedar Rapids 01,29,36,0.4395
,Marion 03,35,35,0.4395
,Cedar Rapids 39,31,37,0.8791
,Cedar Rapids 19,50,59,0.8791
,Marion 11,38,41,0.4395
,Cedar Rapids 15,50,54,0.4395
,Fairfax City,24,24,0.4395
,Bertram,55,57,0.8791
,Cedar Rapids 40,23,26,0.4395
,Cedar Rapids 03,56,64,0.8791
,Marion 12,15,0,0
,Putnam,18,24,0.4395
,Washington,18,0,0
,Cedar Rapids 14,47,61,0.8791
,Cedar Rapids 44,15,17,0.4395
,Mount Vernon north,62,66,0.4395
,Brown,11,0,0
,Cedar Rapids 43,15,20,0.4395
,Cedar Rapids 04,43,44,0.4395
,Cedar Rapids 18,30,30,0.4395
,Maine,11,0,0
,Marion 02,16,21,0.4395
,Marion 04,14,14,0.4395
,Total,"2,386","2,551",32.9644
Louisa,Columbus Junction,14,14,0.2000
,Southeast Louisa,10,16,0.3000
,Grandview-Port Louisa,7,10,0.2000
,West Louisa,11,11,0.2000
,Morning Sun - Marshall,7,8,0.1000
,Total,49,59,1.0000
Lucas,Chariton Precinct 1,0,0,0
,Lucas-Extension Office Precinct,4,4,0.0727
,Williamson,0,0,0
,City of Russell- Cedar and Washington Townships,4,4,0.0727
,Pine Oak Marsh,0,0,0
,Lucas,8,9,0.0727
,Total,16,17,0.2181
Lyon,PCT 1 GEORGE,8,9,0.2000
,PCT 4 LARCHWOOD,15,15,0.2000
,PCT 2 DOON,0,0,0
,PCT 5 LESTER,6,0,0
,PCT 6 LITTLE ROCK,0,0,0
,PCT 3 INWOOD,5,5,0.1000
,Total,34,29,0.5000
Madison,Union-Crawford-Scott,21,24,0.3600
,Grand River-Monroe-Webster,2,2,0.1200
,Jackson-Douglas-Lincoln,11,12,0.1200
,South,14,15,0.1200
,Jefferson-Lee,13,15,0.1200
,Walnut-Ohio,5,6,0.1200
,Winterset 1,23,29,0.3600
,Penn-Madison,7,12,0.2400
,Winterset 2,22,24,0.2400
,Total,118,139,1.8000
Mahaska,ADAMS - MONROE - PLEASANT GROVE - UNION,2,4,0.1600
,BLACK OAK SCOTT,5,5,0.1600
,E&W DES MOINES - JEFFERSON,1,0,0
,OSKALOOSA WARD 3 - UNIVERSITY PARK,14,14,0.1600
,GARFIELD-LINCOLN-MADISON,4,5,0
,SPRING CREEK,6,0,0
,PRAIRIE - RICHLAND,3,0,0
,OSKALOOSA WARD 4,24,29,0.3200
,OSKALOOSA WARD 2,24,27,0.3200
,OSKALOOSA WARD 1,13,15,0.1600
,Total,96,99,1.2800
Marion,Pleasantville,12,0,0
,Knoxville 4,6,16,0.1800
,Liberty,3,0,0
,Knoxville 2,17,22,0.3600
,Clay,3,0,0
,Washington Township,7,7,0.1800
,Pella 1,17,21,0.1800
,Knoxville 3,7,0,0
,Pella 3,21,23,0.1800
,Pella 4,22,30,0.1800
,Knoxville Township,8,1,0
,Indiana Township,3,0,0
,Dallas,4,0,0
,Pella 2,21,24,0.3600
,Otley,10,0,0
,Total,161,144,1.6200
Marshall,MARSHALLTOWN 3-1,25,25,0.3200
,MARSHALLTOWN 4-2,26,31,0.4800
,MARSHALLTOWN 2-1,18,29,0.4800
,MARSHALLTOWN 4-1,8,0,0
,MARSHALLTOWN 3-2,20,0,0
,MARSHALLTOWN 1-1,5,0,0
,MARION / VIENNA,10,12,0.1600
,TIMBER CREEK,2,0,0
,MARIETTA / WASHINGTON,3,0,0
,MARSHALLTOWN 2-2,25,33,0.4800
,MARSHALLTOWN 1-2,7,0,0
,JEFFERSON,2,1,0
,LEGRAND,10,10,0.3200
,GREEN CASTLE,5,0,0
,BANGOR/LISCOMB,5,0,0
,EDEN / LOGAN,4,0,0
,TAYLOR,2,0,0
,LIBERTY / MINERVA,3,6,0.1600
,STATE CENTER,7,0,0
,Total,187,147,2.4000
Mills,Oak/St. Mary,14,0,0
,Pacific Junction/Lyons/Platville,0,0,0
,Glenwood Ward 2,2,7,0.1556
,Glenwood Ward 3,13,13,0.1556
,Henderson/Anderson,1,0,0
,Emerson/Hastings/Indian Creek,5,5,0.1556
,Deer Creek/White Cloud,0,0,0
,Malvern/Tabor/Center Twp/Rawles Twp/Silver Creek,13,13,0.1556
,Total,48,38,0.6224
Mitchell,Mitchell 10,0,0,0
,OSAGE 02 (Mitchell 6),6,9,0.0750
,Mitchell 12,0,0,0
,OSAGE 04 (Mitchell 8),5,6,0.1500
,Mitchell 5,0,0,0
,Mitchell 7,7,10,0.2250
,Mitchell 6,7,7,0.1500
,Mitchell 11,0,0,0
,OSAGE 01 (Mitchell 5),4,0,0
,Mitchell 8,5,0,0
,Total,34,32,0.6000
Monona,ONAWA Ward 3,3,3,0.1000
,CASTANA CENTER JORDAN,5,5,0.0500
,ST CLAIR UTE,3,3,0.0500
,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,7,7,0.1000
,SHERMAN SE FRANKLIN BLENCOE SIOUX,5,5,0.1000
,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,6,7,0.1500
,ONAWA Ward 2- NE Franklin,7,7,0.1500
,ONAWA Ward 1,0,0,0
,COOPER MAPLE MAPLETON,7,7,0.1000
,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,3,3,0.0500
,ONAWA Ward 4,0,0,0
,Total,46,47,0.8500
Monroe,No. 3-Albia Third Ward,1,0,0
,No. 4-Albia Fourth Ward,4,4,0.0923
,LOVILIA - Monroe Precinct 6,7,7,0.0923
,CTHSE - Monroe Precinct 5,7,7,0.1385
,No. 1-Albia First Ward,2,0,0
,Total,21,18,0.3231
Montgomery,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,0,0,0
,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,5,6,0.0800
,WARD1 PILOT GROVE FRANKFORT RO TWP,7,7,0.1600
,7 SCOTT EAST TWP VILLISCA,6,6,0.0800
,6 WEST GRANT SCOTT TWP COBURG STANTON,5,8,0.0800
,WARD2 SHERMAN RO TWP,0,0,0
,Total,23,27,0.4000
Muscatine,West Liberty/Wapsie-WL1 C,29,34,0.5000
,West Liberty 2,21,24,0.3333
,Muscatine 10th,10,5,0
,Pike-City,0,0,0
,Seventy-Six/Cedar-Seventy,7,8,0.1667
,Orono-City,3,0,0.1667
,Muscatine 01st,16,19,0.3333
,Wilton City,21,21,0.3333
,Muscatine 07th,10,10,0.1667
,Muscatine 05th,9,12,0.1667
,Muscatine 06th,20,5,0
,Fruitland One-City,3,0,0
,Bloomington,17,21,0.1667
,Goshen-City,10,15,0.1667
,Sweetland,13,13,0.1667
,Fulton/Montpelier-City,10,10,0.1667
,Wilton/Moscow-Wilton,7,11,0.1667
,Total,206,208,3.0002
O'Brien,Sheldon 1st Ward,0,0,0
,Hartley-Lincoln-Omega,3,0,0
,Summit-Center-Dale-Highland,5,0,0
,Union-Baker-Caledonia,5,0,0
,Waterman-Grant-Liberty,7,8,0.1455
,Sheldon 2nd Ward,8,10,0.1455
,Sheldon 3rd Ward,7,7,0.0727
,Franklin,0,0,0
,Total,35,25,0.3637
Osceola,May City Precint 0300,2,4,0.2000
,Harris Precinct 0200,1,1,0
,Ashton Precinct 0100,1,0,0
,Osceola 3 Precinct 0800,6,7,0.3000
,Osceola 1 Precinct 0600,2,2,0.1000
,Melvin Precinct 0400,0,0,0
,Total,12,14,0.6000
Page,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,10,11,0.1600
,Shenandoah 2,11,12,0.1600
,Clarinda Ward 2,9,0,0
,Clarinda Ward 1,2,0,0
,Shenandoah 3,7,0,0
,"Pierce and Fremont Townships, Essex",4,0,0
,Shenandoah 1,3,2,0
,Total,46,25,0.3200
Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,6,0,0
,City of WB/EL/RL/BO/GO/NV,5,5,0.1667
,Emmetsburg Ward 1,1,0,0
,GR/RV/LI/pt. HL&WL,8,8,0.1667
,Total,20,13,0.3334
Plymouth,Plymouth 03/Sb,5,7,0.2250
,Plymouth 09/Ht,5,0,0
,Plymouth 08/Py,2,0,0
,Plymouth 12/Le Mars 2,3,0,0
,Plymouth 07/Mr,3,0,0
,Plymouth 01/Ak,9,10,0.2250
,Plymouth 05/Rm,0,0,0
,Plymouth 10/Kl,0,0,0
,Plymouth 13/Le Mars 3,1,0,0
,Total,28,17,0.4500
Pocahontas,Swan Lake-N Marshall,6,6,0.1200
,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,6,8,0.1200
,Grant-S Marshall-S Sherman,1,0,0
,Pocahontas #1,2,0,0
,Bellville-Lizard-S Lake-S Lincoln,2,0,0
,Pocahontas #2,0,0,0
,Cedar-Colfax-Dover,1,0,0
,Total,18,14,0.2400
Polk,DES MOINES-41,204,225,1.6788
,DES MOINES-37,18,25,0.5596
,DES MOINES-16,97,108,0.8394
,ANKENY-01,94,106,1.3990
,ANKENY-12,91,111,1.1192
,URBANDALE-11,37,53,0.5596
,DES MOINES-61,78,83,0.5596
,WDM-313,28,34,0.2798
,WDM-316,63,94,0.8394
,CLAY-01,13,0,0
,JOHNSTON-03,41,58,0.5596
,URBANDALE-04,44,61,0.5596
,DES MOINES-72,1,1,0
,CROCKER-01,30,46,0.5596
,ALLEMAN-01,7,6,0
,URBANDALE-10,48,73,0.5596
,MADISON-01,2,0,0
,FRANKLIN-01,17,19,0.2798
,RUNNELLS-01,15,17,0.2798
,GRANGER-01,8,8,0
,DES MOINES-78,20,22,0.2798
,DES MOINES-30,12,12,0.2798
,DES MOINES-33,8,0,0
,URBANDALE-09,65,79,0.8394
,DES MOINES-26,24,26,0.5596
,DES MOINES-77,17,18,0.2798
,ANKENY-05,43,43,0.5596
,WDM-114,53,0,0
,DES MOINES-57,107,138,0.8394
,ANKENY-09,57,71,0.5596
,DES MOINES-51,7,0,0
,DES MOINES-50,25,26,0.2798
,DES MOINES-09,48,52,0.5596
,DES MOINES-46,27,34,0.5596
,ANKENY-11,42,52,0.5596
,ANKENY-13,66,69,0.5596
,DES MOINES-06,15,19,0.2798
,DES MOINES-75,16,20,0.2798
,DES MOINES-31,18,19,0.2798
,DES MOINES-03,27,29,0.5596
,DES MOINES-11,51,53,0.5596
,ALTOONA-03,36,37,0.5596
,JOHNSTON-02,59,69,0.5596
,DES MOINES-22,28,32,0.5596
,DES MOINES-21,40,44,0.5596
,ANKENY-03,54,66,0.8394
,WDM-112,28,32,0.2798
,DES MOINES-82,14,0,0
,URBANDALE-06,48,52,0.5596
,CLIVE-02,44,45,0.5596
,ALTOONA-05,33,0,0
,SAYLOR-01,27,29,0.5596
,ANKENY-04,52,58,0.8394
,URBANDALE-07,59,64,0.5596
,ANKENY-10,35,45,0.5596
,DES MOINES-04,7,8,0.2798
,ALTOONA-04,35,36,0.5596
,ANKENY-06,40,43,0.5596
,DES MOINES-52,12,16,0.2798
,CLIVE-01,24,32,0.2798
,URBANDALE-01,38,40,0.5596
,ANKENY-07,34,38,0.5596
,JOHNSTON-01,59,59,0.5596
,GRIMES-02,49,61,0.8394
,URBANDALE-02,45,56,0.5596
,DES MOINES-35,11,20,0.2798
,CLIVE-03,63,70,0.5596
,WDM-314,41,41,0.5596
,DES MOINES-54,25,29,0.2798
,WDM-315,31,0,0
,URBANDALE-08,43,46,0.5596
,DES MOINES-18,20,22,0.2798
,DES MOINES-19,25,25,0.2798
,DES MOINES-25,12,14,0.5596
,DES MOINES-43,124,126,0.8394
,ANKENY-15,34,43,0.5596
,DES MOINES-45,73,103,0.8394
,DES MOINES-10,58,64,0.5596
,DES MOINES-13,33,38,0.2798
,DES MOINES-64,47,58,0.5596
,WDM-311,60,61,0.5596
,WDM-116,48,48,0.2798
,WDM-211,33,35,0.2798
,WDM-117,48,50,0.5596
,URBANDALE-05,43,43,0.5596
,DELAWARE-01,8,0,0
,DES MOINES-58,123,138,1.1192
,DES MOINES-56,175,215,1.3990
,DES MOINES-39,164,178,1.1192
,DES MOINES-23,4,0,0
,DES MOINES-32,7,0,0
,DES MOINES-44,154,173,1.1192
,WDM-115,33,33,0.2798
,DES MOINES-53,10,10,0.2798
,PLEASANT HILL-02,42,42,0.5596
,DES MOINES-49,8,12,0.2798
,WEBSTER-01,4,0,0
,SAYLOR-02,15,16,0.2798
,GRIMES-03,35,36,0.5596
,BONDURANT-02,39,43,0.5596
,ANKENY-02,60,62,0.5596
,DES MOINES-48,8,13,0.2798
,DES MOINES-34,3,0,0
,DES MOINES-38,120,127,0.5596
,DELAWARE-02,4,7,0.2798
,JOHNSTON-06,17,0,0
,JEFFERSON-01,16,0,0
,CROCKER-02,24,25,0.2798
,MITCHELLVILLE-01,14,20,0.2798
,DES MOINES-01,11,12,0.2798
,DES MOINES-29,31,40,0.5596
,ALTOONA-01,14,14,0.2798
,DES MOINES-74,12,0,0
,Total,"4,611","5,024",51.4832
Pottawattamie,Walnut,0,0,0
,Treynor,8,10,0.2400
,Neola,19,24,0.4800
,Carson,5,5,0.1200
,McClelland,4,0,0
,Minden,6,8,0.2400
,Council Bluff 09,17,17,0.2400
,Avoca,7,7,0.1200
,Carter Lake 1,9,9,0.1200
,Council Bluff  04,5,11,0.2400
,Underwood,17,17,0.2400
,Oakland,8,0,0
,Council Bluff  20,13,14,0.2400
,Council Bluff 01,10,12,0.2400
,Council Bluff 13,13,16,0.2400
,Council Bluff 10A,28,29,0.4800
,Lewis 2,13,0,0
,Garner,23,24,0.3600
,Council Bluff 19,6,1,0
,Crescent,14,7,0
,Council Bluff 15,7,7,0.2400
,Council Bluff 12,27,33,0.4800
,Council Bluff 18,16,19,0.3600
,Council Bluff 03,7,9,0.2400
,Council Bluff 02,12,13,0.3600
,Council Bluff 14,9,11,0.2400
,Council Bluff 07,27,27,0.3600
,Council Bluff  11,32,44,0.4800
,Council Bluff 05,1,0,0
,Council Bluff 08,38,38,0.6000
,Council Bluff 17,15,17,0.3600
,Council Bluff 06,24,26,0.3600
,Total,440,455,7.6800
Poweshiek,2ND WARD - 07.07GR,115,124,0.8400
,1ST WARD - 06.06GR,257,311,1.2600
,3RD WARD - 08.08GR,33,45,0.5600
,4TH WARD - 09.09GR,60,64,0.5600
,DRL,1,0,0
,MONTEZUMA - 11.11MO,9,10,0.1400
,CGWS,22,26,0.2800
,MS,4,0,0
,JUPS,3,0,0
,BMWJ,10,10,0.2800
,Total,514,590,3.9200
Ringgold,Tingley,2,2,0.0375
,Union,0,0,0
,Mount Ayr 1,5,6,0.1875
,Total,7,8,0.2250
Sac,Lake View,8,8,0.1333
,Lytton,1,0,0
,Auburn,2,0,0
,Nemaha,1,0,0
,Schaller,0,0,0
,Odebolt,2,0,0
,Sac City,9,10,0.2000
,Total,23,18,0.3333
Scott,(B52) City of Bettendorf,36,0,0
,(D51) City of Davenport,65,88,0.8267
,(BF) City of Buffalo,3,3,0
,(PV) Pleasant Valley,8,0,0
,(AG) Allen's Grove Township,2,2,0
,(LCT) LeClaire Township,11,0,0
,(MC) McCausland,11,0,0
,(D62) City of Davenport,37,37,0.4133
,(LG) City of Long Grove,9,0,0
,(RV) City of Riverdale,8,8,0.4133
,(PR) Princeton Township,13,0,0
,(D61) City of Davenport,22,31,0.4133
,(LB) Liberty Township,0,0,0
,(LC1) City of LeClaire,30,31,0.4133
,(EL2) City of Eldridge,26,27,0.4133
,(B22) City of Bettendorf,30,30,0.4133
,(EL1) City of Eldridge,25,25,0.4133
,(LC2) City of LeClaire,24,29,0.4133
,(B41) City of Bettendorf,35,38,0.4133
,(D74) City of Davenport,16,21,0.4133
,(D84) City of Davenport,23,0,0
,(B21) City of Bettendorf,14,21,0.4133
,(D23) City of Davenport,17,17,0.4133
,(D22) City of Davenport,21,22,0.4133
,(D71) City of Davenport,38,41,0.4133
,(PKV) Park View,20,23,0.4133
,(B32) City of Bettendorf,44,44,0.4133
,(BU) Buffalo Township,24,25,0.4133
,(D53) City of Davenport,44,50,0.8267
,(D43) City of Davenport,38,44,0.4133
,(D83) City of Davenport,17,0,0
,(D21) City of Davenport,22,25,0.8267
,(D13) City of Davenport,16,22,0.4133
,(D73) City of Davenport,28,35,0.4133
,(D64) City of Davenport,72,72,0.4133
,(D44) City of Davenport,23,28,0.4133
,(D63) City of Davenport,38,43,0.4133
,(D81) City of Davenport,24,24,0.4133
,(B11) City of Bettendorf,40,47,0.4133
,(D12) City of Davenport,13,0,0
,(D32) City of Davenport,8,0,0
,(D82) City of Davenport,21,22,0.4133
,(D54) City of Davenport,22,23,0.4133
,(D42) City of Davenport,37,39,0.8267
,(D72) City of Davenport,30,39,0.8267
,Total,"1,105","1,076",15.2926
Shelby,Harlan 3,6,6,0.1000
,Harlan 2,5,6,0.1500
,Cass-Center-Jackson-Lincoln,5,7,0.1500
,Douglas-Greeley-Jefferson-Polk,5,5,0.1000
,Harlan 1,6,6,0.1500
,Clay-Monroe,5,5,0.1000
,Fairview-Shelby,4,0,0
,Grove-Union-Washington-Westphalia,5,5,0.1000
,Harlan 4,4,0,0
,Total,45,40,0.8500
Sioux,SCN/Capel/Welcome,13,16,0.0875
,Alton/Nassau/East Orange,14,16,0.1750
,Rock Valley West/Rock,0,0,0
,Grant/Sheridan,1,0,0
,Sioux Center South,10,13,0.0875
,Rock Valley East,5,6,0.0875
,PL/GF/ST/SX/EG N,0,0,0
,Sioux Center Central,17,19,0.1750
,OC2/Holland E/NS 4-9,45,61,0.4375
,Sherman,1,1,0.0875
,West Branch/Center North,1,1,0
,Lincoln,2,0,0
,Reading/Center South,0,0,0
,Total,109,133,1.1375
Story,Ames 1-2,134,182,1.2450
,Ames 4-4,104,130,0.8300
,Ames 2-2,76,92,0.8300
,Ames 1-4,138,196,1.2450
,Ames 1-3 - Grant Twp 2,42,52,0.4150
,Ames 3-4,75,103,0.8300
,Ames 2-1,139,170,1.2450
,Ames 3-2,42,44,0.4150
,Milford Township,4,4,0
,New Albany Twp-Colo,11,17,0.4150
,Ames 2-5,94,103,1.2450
,Lincoln Twp-Zearing,12,12,0.4150
,Warren Twp-McCallsburg,1,0,0
,Lafayette Township,0,0,0
,Washington Twp-Kelley,23,0,0
,Richland Township,0,0,0
,Nevada Township,11,13,0
,Ames 3-5,98,108,0.8300
,Ames 1-1,68,82,0.8300
,Ames 1-5,128,152,1.2450
,Ames 2-3,55,57,0.4150
,Ames 3-3,54,66,0.4150
,Ames 4-3,58,60,0.4150
,Ames 4-2,38,41,0.4150
,Story City,28,30,0.4150
,Nevada 2,26,27,0.4150
,Howard Twp-Roland,19,23,0.4150
,Union Twp-Cambridge,10,0,0
,Slater-Sheldahl-Pal 2,12,0,0
,Nevada 1,17,24,0.4150
,Huxley,57,61,0.8300
,Nevada 3-Grant Twp 3,5,0,0
,Nevada 4,21,25,0.4150
,Total,"1,600","1,874",16.6000
Tama,COLUMBIA/TAMA,9,0,0
,TOLEDO CITY,20,22,0.3882
,INDIAN SETTLEMENT,7,12,0.2588
,CLARK/GENESEO,11,13,0.1294
,CARLTON,5,0,0
,PERRY/BUCKINGHAM/E CRYSTA,6,0,0
,RICHLAND/SALT CREEK,3,4,0.1294
,S. OTTER CREEK,3,3,0
,CARROLL/ONEIDA/N OTTER CR,1,3,0.1294
,HOWARD/TOLEDO,3,0,0
,YORK,2,0,0
,Total,70,57,1.0352
Taylor,5-2 Lenox,7,7,0.2000
,7-3 Legion,0,0,0
,2-1 Clearfield,1,1,0.1000
,4-1 New Market,0,0,0
,6-3 City of Bedford,3,3,0.1000
,3-1 Gravity,0,0,0
,1-1 Blockton,0,0,0
,Total,11,11,0.4000
Union,Afton,4,0,0
,Creston 4 - Supertel,3,0,0
,Creston 3,6,9,0.1500
,Creston 1,7,8,0.1500
,Creston 2 - SWCC,14,17,0.3000
,Lorimor,1,2,0.0750
,Creston 5,10,12,0.1500
,Total,45,48,0.8250
Van Buren,Douds,4,4,0.2000
,Stockport,0,0,0
,Bonaparte,1,0,0
,Total,5,4,0.2000
Wapello,Green Twp,5,5,0.0900
,Ottumwa Pct 01,7,1,0
,Adams/Blakesburg/Polk,1,3,0.0900
,Ottumwa Pct 05,11,11,0.1800
,Ottumwa Pct 04,3,0,0
,Keokuk Twp,0,0,0
,Ottumwa Pct 10,22,22,0.3600
,Ottumwa Pct 07,5,0,0
,Richland/Kirkville,2,0,0
,Competine Twp,0,0,0
,Cass/Chillicothe,0,0,0
,Center Twp,5,8,0.0900
,Agency/Agency/Pleasant,14,14,0.1800
,Ottumwa Pct 09,15,15,0.2700
,Ottumwa Pct 02,20,25,0.3600
,Ottumwa Pct 06,3,8,0.1800
,Ottumwa Pct 03,28,29,0.3600
,Total,141,141,2.1600
Warren,CUMMING/ WDM,10,13,0.2333
,INDIANOLA 6,22,33,0.4667
,LIBERTY TWP,2,2,0
,LINCOLN TWP,7,2,0
,WHITE OAK TWP,12,19,0.2333
,INDIANOLA 1,19,27,0.4667
,ALLEN 2,13,20,0.4667
,BELMONT TWP,1,1,0
,INDIANOLA 4,31,46,0.4667
,INDIANOLA 5,26,29,0.4667
,GREENFIELD 1/ DM85,14,14,0.2333
,GREENFIELD 1 TWP,20,24,0.2333
,RICHLAND/ PALMYRA,3,0,0
,OTTER/ MILO,9,0,0
,JEFFERSON,13,17,0.2333
,WHITE BREAST,4,4,0
,SQUAW CREEK TWP,4,0,0
,GREENFIELD 2/ LINCOLN 2,32,32,0.4667
,JACKSON,4,0,0
,INDIANOLA 7,27,38,0.7000
,INDIANOLA 2,0,51,0.4667
,INDIANOLA 3,27,32,0.2333
,ALLEN 3,23,24,0.2333
,NORWALK 4 CITY,37,42,0.4667
,NORWALK 2/ GREENFIELD,17,0,0
,NORWALK 3/ LINN,52,52,0.7000
,Total,429,522,6.7667
Washington,Washington Ward 2,18,19,0.3714
,Washington Ward 4,19,21,0.1857
,Kalona,37,43,0.3714
,Washington Ward 1,26,34,0.3714
,Wellman,15,0,0
,West Chester,7,15,0.1857
,Brighton/Marion/Crawford,13,19,0.3714
,Total,135,151,1.8570
Wayne,C-02 Corydon,8,14,0.3000
,A-01 Allerton-Clio-Lineville,6,6,0.1500
,S-04 Seymour-Promise City,3,0,0
,H-03 Humeston-Millerton,6,6,0.1500
,Total,23,26,0.6000
Webster,Fort Dodge 07,4,0,0
,Fort Dodge 08,3,0,0
,Dayton-Burnside,9,12,0.1667
,Colfax-Duncombe,2,0,0
,Elkhorn,4,4,0.0833
,Fort Dodge 11,10,15,0.2500
,Johnson,1,1,0
,Newark,0,2,0.0833
,Fulton,1,2,0
,Fort Dodge 04,5,0,0
,Fort Dodge 09,7,13,0.0833
,Fort Dodge 01,10,0,0
,Fort Dodge 05,4,8,0.1667
,Fort Dodge 10,6,0,0
,Fort Dodge 12,14,15,0.2500
,Fort Dodge 02,11,0,0
,Lost Grove,0,0,0
,Fort Dodge 06,4,4,0.0833
,Sumner-Webster-Yell-Hardi,2,0,0
,Deer Creek-Jackson,5,6,0.0833
,Cooper,0,0,0
,Douglas,3,0,0
,Gowrie,3,0,0
,Fort Dodge 03,15,17,0.2500
,Badger-NW Cooper,4,3,0
,Total,127,102,1.4999
Winnebago,King Linden,0,0,0
,Mt. Valley,4,6,0
,Forest City Ward 4,8,16,0.1500
,Forest City Ward 1,21,23,0.3000
,Buffalo Grant Lincoln,2,0,0
,Center,8,12,0.3000
,Eden Logan Norway,1,0,0
,Forest City Ward 2,10,12,0.1500
,Total,54,69,0.9000
Winneshiek,PCT 03 - DEW1/DETSUP2,45,55,0.3840
,PCT 10 - JA/SU/WA,3,0,0
,PCT 02 - FR/GL/DEW3/ DETSUP1,76,86,0.6400
,PCT 05 - CN/DEW4/ DETSUP3,50,50,0.5120
,PCT 09 - BLF/BO/FR/LI/MA/ OR,9,0,0
,PCT 04 - DEW2 (Decorah Ward 2),70,78,0.5120
,PCT 01 - HE/HI/PL,21,21,0.1280
,PCT 07 - CA/SP,12,0,0
,Total,286,290,2.1760
Woodbury,Sioux City 15,13,13,0.2125
,Sioux City 12,21,27,0.4250
,Woodbury 26,15,16,0.2125
,Sioux City 16,7,0,0
,29 Sergeant Bluff East/ Woodbury,7,0,0
,30 Sergeant Bluff West,13,13,0.2125
,Sioux City 03,0,0,0
,Sioux City 07,8,12,0.2125
,37 Climbing Hill/Grant/West Fork,1,1,0
,42 Smithland/Little Sioux,3,5,0.2125
,40 Anthon/Miller,3,3,0
,33-Pierson/Rutland,0,0,0
,31 Salix/Liberty/Lakeport,6,6,0.2125
,36 Lawton/Banner,6,0,0
,41 Danbury/Liston/Morgan,6,6,0.2125
,Woodbury 28,43,54,0.8500
,43 Oto/Oto Township,0,0,0
,Sioux City 09,1,0,0
,Woodbury 24,15,18,0.4250
,Sioux City 13,6,6,0.2125
,35 Moville/Arlington/Wolf Creek,10,10,0.2125
,38 Sloan,3,0,0
,Sioux City 23,22,22,0.2125
,Sioux City 08,5,8,0.2125
,Woodbury 25,13,18,0.4250
,Sioux City 21,13,14,0.2125
,Sioux City 04,4,0,0
,Sioux City 18,14,14,0.2125
,Sioux City 17,25,25,0.4250
,Woodbury 27,23,25,0.4250
,Woodbury 22,10,15,0.2125
,Sioux City 19,16,0,0
,Total,332,331,5.9500
Worth,Brookfield/Kensett,4,6,0.0667
,Bristol/Silver Lake/Joice,5,5,0.0667
,Fertile,4,4,0.0667
,Danville/Hanlontown,4,4,0.0667
,Deer Creek/Grove/Hartland/Northwood,14,16,0.3333
,Lincoln/Manly,7,0,0
,Total,38,35,0.6001
Wright,Dows,7,9,0.1333
,Eagle Grove #3,4,0,0
,Eagle Grove/Troy,0,0,0
,Goldfield,5,5,0.1333
,Rural Clarion,3,0,0
,Eagle Grove #2,0,0,0
,Eagle Grove #1,0,0,0
,Belmond,10,0,0
,Clarion,8,0,0
,Total,37,14,0.2666
Out of State Satellite,Total,0,0,0
CD1 Satellite,Total,0,0,0
CD2 Satellite,Total,0,0,0
CD3 Satellite,Total,0,0,0
CD4 Satellite,Total,0,0,0
